STATION     ,NAME                                          ,LATITUDE    ,LONGITUDE    ,ELEVATION ,DATE ,AWND ,AWND_ATTRIBUTES ,CDSD ,CDSD_ATTRIBUTES ,CLDD ,CLDD_ATTRIBUTES ,DP01 ,DP01_ATTRIBUTES ,DP10 ,DP10_ATTRIBUTES ,DSND ,DSND_ATTRIBUTES ,DSNW ,DSNW_ATTRIBUTES ,DT00 ,DT00_ATTRIBUTES ,DT32 ,DT32_ATTRIBUTES ,DX32 ,DX32_ATTRIBUTES ,DX70 ,DX70_ATTRIBUTES ,DX90 ,DX90_ATTRIBUTES ,EMNT ,EMNT_ATTRIBUTES ,EMSD ,EMSD_ATTRIBUTES ,EMSN ,EMSN_ATTRIBUTES ,EMXP ,EMXP_ATTRIBUTES ,EMXT ,EMXT_ATTRIBUTES ,FZF0 ,FZF0_ATTRIBUTES ,FZF1 ,FZF1_ATTRIBUTES ,FZF2 ,FZF2_ATTRIBUTES ,FZF3 ,FZF3_ATTRIBUTES ,FZF4 ,FZF4_ATTRIBUTES ,FZF5 ,FZF5_ATTRIBUTES ,FZF6 ,FZF6_ATTRIBUTES ,FZF7 ,FZF7_ATTRIBUTES ,FZF8 ,FZF8_ATTRIBUTES ,FZF9 ,FZF9_ATTRIBUTES ,HDSD  ,HDSD_ATTRIBUTES ,HTDD  ,HTDD_ATTRIBUTES ,PRCP  ,PRCP_ATTRIBUTES ,PSUN  ,PSUN_ATTRIBUTES ,SNOW  ,SNOW_ATTRIBUTES ,TAVG ,TAVG_ATTRIBUTES ,TMAX ,TMAX_ATTRIBUTES ,TMIN ,TMIN_ATTRIBUTES ,TSUN   ,TSUN_ATTRIBUTES ,WDF1 ,WDF1_ATTRIBUTES ,WDFG ,WDFG_ATTRIBUTES ,WSF1 ,WSF1_ATTRIBUTES ,WSFG ,WSFG_ATTRIBUTES ,     ,  ,     ,  ,     ,  ,     ,
USC00430499 ,"BELLOWS FALLS, VT US"                        ,43.13333    ,-72.45       ,82.3      ,1991 ,     ,                ,552  ,                ,552  ,0               ,116  ,0               ,70   ,0               ,68   ,                ,11   ,0               ,8    ,0               ,139  ,0               ,37   ,0               ,141  ,0               ,14   ,0               ,-10  ,"0,0123,"       ,10   ,",0,0115,+"     ,10   ,",0,0112,"      ,2.22 ,",0,0820,"      ,98   ,"0,0721,"       ,31   ,"0,0930"        ,28   ,"0,1021"        ,23   ,"0,1105"        ,18   ,"0,1127"        ,10   ,"0,1205"        ,28   ,"0,0415"        ,28   ,"0,0415"        ,21   ,"0,0331"        ,20   ,"0,0311"        ,15   ,"0,0301"        ,6454  ,                ,6454  ,0               ,36.53 ,",0"            ,      ,                ,38.5  ,",0"            ,48.3 ,0               ,59.3 ,0               ,37.2 ,0               ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00430499 ,"BELLOWS FALLS, VT US"                        ,43.13333    ,-72.45       ,82.3      ,1992 ,     ,                ,304  ,                ,304  ,0               ,129  ,0               ,65   ,0               ,35   ,                ,7    ,0               ,10   ,0               ,162  ,0               ,42   ,0               ,118  ,0               ,4    ,0               ,-8   ,"0,0120,"       ,3    ,",0,1213,"      ,2    ,",0,0216,"      ,2.95 ,",0,0923,"      ,92   ,"0,0523,"       ,28   ,"0,1001"        ,28   ,"0,1001"        ,24   ,"0,1102"        ,19   ,"0,1109"        ,16   ,"0,1120"        ,32   ,"0,0507"        ,26   ,"0,0417"        ,24   ,"0,0416"        ,20   ,"0,0408"        ,10   ,"0,0406"        ,7018  ,                ,7018  ,0               ,34.25 ,",0"            ,      ,                ,16    ,",0"            ,45.3 ,0               ,55.9 ,0               ,34.8 ,0               ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00430499 ,"BELLOWS FALLS, VT US"                        ,43.13333    ,-72.45       ,82.3      ,1993 ,     ,                ,     ,                ,     ,                ,132  ,0               ,85   ,0               ,84   ,                ,17   ,0               ,     ,                ,     ,                ,45   ,0               ,118  ,0               ,7    ,0               ,     ,                ,22   ,",0,0315,+"     ,17   ,",0,0314,"      ,1.68 ,",0,1129,"      ,95   ,"0,0711,"       ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,      ,                ,      ,                ,33.95 ,",0"            ,      ,                ,79.1  ,",0"            ,     ,                ,56.7 ,0               ,     ,                ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00430499 ,"BELLOWS FALLS, VT US"                        ,43.13333    ,-72.45       ,82.3      ,1994 ,     ,                ,     ,                ,     ,                ,126  ,0               ,79   ,0               ,102  ,                ,20   ,0               ,     ,                ,     ,                ,54   ,0               ,119  ,0               ,8    ,0               ,     ,                ,23   ,",0,0128,+"     ,14.5 ,",0,0118,"      ,1.7  ,",0,0118,"      ,96   ,"0,0619,+"      ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,      ,                ,      ,                ,39.68 ,",0"            ,      ,                ,75.5  ,",0"            ,     ,                ,56.8 ,0               ,     ,                ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00430499 ,"BELLOWS FALLS, VT US"                        ,43.13333    ,-72.45       ,82.3      ,1995 ,     ,                ,541  ,                ,541  ,0               ,136  ,0               ,70   ,0               ,     ,                ,17   ,0               ,8    ,0               ,145  ,0               ,39   ,0               ,131  ,0               ,15   ,0               ,-9   ,"0,0209,+"      ,     ,                ,10.5 ,",0,0205,"      ,2.07 ,",0,1022,"      ,100  ,"0,0715,"       ,32   ,"0,0929"        ,27   ,"0,1106"        ,18   ,"0,1110"        ,18   ,"0,1110"        ,16   ,"0,1126"        ,31   ,"0,0426"        ,27   ,"0,0418"        ,24   ,"0,0411"        ,19   ,"0,0407"        ,15   ,"0,0406"        ,6578  ,                ,6578  ,0               ,33.39 ,",0"            ,      ,                ,52    ,",0"            ,47.2 ,0               ,58.4 ,0               ,36   ,0               ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00431786 ,"DORSET 2 SE, VT US"                          ,43.22417    ,-73.075      ,283.5     ,1991 ,     ,                ,173  ,                ,173  ,0               ,157  ,0               ,92   ,0               ,71   ,                ,17   ,0               ,23   ,0               ,180  ,0               ,53   ,0               ,124  ,0               ,0    ,0               ,-14  ,"0,0123,+"      ,10   ,",0,0113,+"     ,9.2  ,",0,0112,"      ,1.78 ,",0,1123,"      ,89   ,"0,0721,+"      ,32   ,"0,0902"        ,27   ,"0,0922"        ,23   ,"0,0930"        ,19   ,"0,1021"        ,15   ,"0,1105"        ,31   ,"0,0520"        ,27   ,"0,0519"        ,21   ,"0,0415"        ,19   ,"0,0414"        ,12   ,"0,0331"        ,      ,                ,      ,                ,45.96 ,",0"            ,      ,                ,52.8  ,",0"            ,43.7 ,0               ,55.6 ,0               ,31.7 ,0               ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00431786 ,"DORSET 2 SE, VT US"                          ,43.22417    ,-73.075      ,283.5     ,1992 ,     ,                ,54   ,                ,54   ,0               ,165  ,0               ,82   ,0               ,51   ,                ,12   ,0               ,26   ,0               ,197  ,0               ,62   ,0               ,91   ,0               ,0    ,0               ,-14  ,"0,0119,"       ,6    ,",0,1213,"      ,3.6  ,",0,1212,"      ,2.45 ,",0,0601,"      ,85   ,"0,0828,"       ,32   ,"0,0913"        ,26   ,"0,0924"        ,23   ,"0,1001"        ,20   ,"0,1006"        ,15   ,"0,1102"        ,32   ,"0,0616"        ,28   ,"0,0525"        ,24   ,"0,0507"        ,17   ,"0,0416"        ,14   ,"0,0415"        ,8598  ,                ,8598  ,0               ,43.02 ,",0"            ,      ,                ,34    ,",0"            ,40.5 ,0               ,51.9 ,0               ,29.2 ,0               ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00431786 ,"DORSET 2 SE, VT US"                          ,43.22417    ,-73.075      ,283.5     ,1993 ,     ,                ,147  ,                ,147  ,0               ,171  ,0               ,103  ,0               ,96   ,                ,25   ,0               ,38   ,0               ,190  ,0               ,67   ,0               ,106  ,0               ,0    ,0               ,-27  ,"0,0207,"       ,27   ,",0,0315,+"     ,16   ,",0,0314,"      ,1.15 ,",0,0825,"      ,89   ,"0,0707,"       ,27   ,"0,0920"        ,27   ,"0,0920"        ,24   ,"0,1001"        ,17   ,"0,1011"        ,16   ,"0,1014"        ,32   ,"0,0605"        ,25   ,"0,0429"        ,23   ,"0,0428"        ,16   ,"0,0405"        ,16   ,"0,0405"        ,8768  ,                ,8768  ,0               ,45.04 ,",0"            ,      ,                ,90.9  ,",0"            ,41.2 ,0               ,53   ,0               ,29.4 ,0               ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00431786 ,"DORSET 2 SE, VT US"                          ,43.22417    ,-73.075      ,283.5     ,1994 ,     ,                ,202  ,                ,202  ,0               ,173  ,0               ,102  ,0               ,106  ,                ,19   ,0               ,40   ,0               ,190  ,0               ,61   ,0               ,95   ,0               ,0    ,0               ,-35  ,"0,0127,"       ,20   ,",0,0118,"      ,11.1 ,",0,0304,"      ,1.65 ,",0,0118,"      ,89   ,"0,0621,+"      ,30   ,"0,1001"        ,25   ,"0,1003"        ,23   ,"0,1011"        ,19   ,"0,1112"        ,14   ,"0,1124"        ,30   ,"0,0529"        ,27   ,"0,0528"        ,22   ,"0,0424"        ,20   ,"0,0423"        ,16   ,"0,0322"        ,8926  ,                ,8926  ,0               ,48.11 ,",0"            ,      ,                ,74.8  ,",0"            ,41.4 ,0               ,53.5 ,0               ,29.4 ,0               ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00431786 ,"DORSET 2 SE, VT US"                          ,43.22417    ,-73.075      ,283.5     ,1995 ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,93   ,                ,24   ,0               ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,18   ,",0,0206,"      ,17   ,",0,0205,"      ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,      ,                ,      ,                ,      ,                ,      ,                ,71.3  ,",0"            ,     ,                ,     ,                ,     ,                ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00436893 ,"ROCHESTER, VT US"                            ,43.8578     ,-72.8044     ,253       ,1990 ,     ,                ,261  ,                ,261  ,0               ,141  ,0               ,106  ,0               ,85   ,                ,24   ,0               ,11   ,0               ,172  ,0               ,33   ,0               ,127  ,0               ,1    ,0               ,-8   ,"0,0227,+"      ,18   ,",0,0131,+"     ,18   ,",0,0130,"      ,3.2  ,",0,0807,"      ,91   ,"0,0429,"       ,32   ,"0,1003"        ,28   ,"0,1020"        ,24   ,"0,1027"        ,17   ,"0,1113"        ,12   ,"0,1206"        ,31   ,"0,0513"        ,22   ,"0,0420"        ,22   ,"0,0420"        ,13   ,"0,0330"        ,13   ,"0,0330"        ,      ,                ,      ,                ,60.8  ,",0"            ,      ,                ,90.5  ,",0"            ,45.4 ,0               ,57.3 ,0               ,33.5 ,0               ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00436893 ,"ROCHESTER, VT US"                            ,43.8578     ,-72.8044     ,253       ,1991 ,     ,                ,206  ,                ,206  ,0               ,115  ,0               ,83   ,0               ,72   ,                ,17   ,0               ,27   ,0               ,191  ,0               ,44   ,0               ,138  ,0               ,2    ,0               ,-11  ,"0,0123,+"      ,8    ,",0,0202,+"     ,8    ,",0,0112,"      ,2.13 ,",0,0422,"      ,90   ,"0,0721,+"      ,31   ,"0,0922"        ,26   ,"0,0930"        ,23   ,"0,1021"        ,18   ,"0,1106"        ,13   ,"0,1109"        ,32   ,"0,0521"        ,28   ,"0,0519"        ,23   ,"0,0415"        ,15   ,"0,0401"        ,15   ,"0,0401"        ,7292  ,                ,7292  ,0               ,43.75 ,",0"            ,      ,                ,45    ,",0"            ,44.7 ,0               ,57.3 ,0               ,32.1 ,0               ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00436893 ,"ROCHESTER, VT US"                            ,43.8578     ,-72.8044     ,253       ,1992 ,     ,                ,94   ,                ,94   ,0               ,121  ,0               ,79   ,0               ,     ,                ,18   ,0               ,29   ,0               ,187  ,0               ,50   ,0               ,100  ,0               ,0    ,0               ,-14  ,"0,0213,+"      ,     ,                ,8    ,",0,0216,"      ,2.05 ,",0,0601,"      ,89   ,"0,0524,+"      ,29   ,"0,0924"        ,28   ,"0,1002"        ,24   ,"0,1006"        ,18   ,"0,1102"        ,14   ,"0,1108"        ,30   ,"0,0526"        ,26   ,"0,0509"        ,19   ,"0,0417"        ,19   ,"0,0417"        ,16   ,"0,0415"        ,8246  ,                ,8246  ,0               ,42.88 ,",0"            ,      ,                ,42.5  ,",0"            ,41.6 ,0               ,53.3 ,0               ,29.7 ,0               ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00436893 ,"ROCHESTER, VT US"                            ,43.8578     ,-72.8044     ,253       ,1993 ,     ,                ,208  ,                ,208  ,0               ,124  ,0               ,84   ,0               ,112  ,                ,27   ,0               ,39   ,0               ,192  ,0               ,61   ,0               ,108  ,0               ,3    ,0               ,-28  ,"0,0207,"       ,38   ,",0,0314,"      ,20   ,",0,0314,"      ,1.8  ,",0,0314,"      ,91   ,"0,0708,"       ,27   ,"0,0920"        ,27   ,"0,0920"        ,21   ,"0,1011"        ,19   ,"0,1014"        ,7    ,"0,1125"        ,32   ,"0,0523"        ,26   ,"0,0429"        ,21   ,"0,0408"        ,18   ,"0,0406"        ,9    ,"0,0324"        ,8586  ,                ,8586  ,0               ,39.8  ,",0"            ,      ,                ,110.9 ,",0"            ,42.1 ,0               ,54.1 ,0               ,30.1 ,0               ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00436893 ,"ROCHESTER, VT US"                            ,43.8578     ,-72.8044     ,253       ,1994 ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,8458  ,                ,8458  ,0               ,      ,                ,      ,                ,      ,                ,     ,                ,     ,                ,     ,                ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00435542 ,"NEWPORT, VT US"                              ,44.949      ,-72.1912     ,240.8     ,1990 ,     ,                ,325  ,                ,325  ,0               ,186  ,0               ,109  ,0               ,115  ,                ,29   ,0               ,13   ,0               ,152  ,0               ,41   ,0               ,117  ,0               ,0    ,0               ,-13  ,"0,0218,"       ,20   ,",0,0204,"      ,13.5 ,",0,0320,"      ,2.61 ,",0,1110,"      ,89   ,"0,0729,"       ,32   ,"0,1025"        ,22   ,"0,1027"        ,22   ,"0,1027"        ,18   ,"0,1112"        ,15   ,"0,1113"        ,32   ,"0,0524"        ,28   ,"0,0512"        ,22   ,"0,0418"        ,18   ,"0,0413"        ,13   ,"0,0330"        ,7698  ,                ,7698  ,0               ,49.57 ,",0"            ,      ,                ,97.2  ,",0"            ,45.6 ,0               ,55.9 ,0               ,35.3 ,0               ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
USC00435542 ,"NEWPORT, VT US"                              ,44.949      ,-72.1912     ,240.8     ,1991 ,     ,                ,     ,                ,     ,                ,     ,                ,     ,                ,104  ,                ,21   ,0               ,31   ,0               ,157  ,0               ,     ,                ,     ,                ,     ,                ,-22  ,"0,0122,"       ,18   ,",0,0201,+"     ,6.5  ,",0,1207,+"     ,     ,                ,     ,                ,31   ,"0,0922"        ,28   ,"0,1013"        ,22   ,"0,1029"        ,20   ,"0,1105"        ,10   ,"0,1109"        ,28   ,"0,0519"        ,28   ,"0,0519"        ,21   ,"0,0414"        ,14   ,"0,0331"        ,14   ,"0,0331"        ,6922  ,                ,6922  ,                ,      ,                ,      ,                ,72.8  ,",0"            ,     ,                ,     ,                ,33.5 ,0               ,       ,                ,     ,                ,     ,                ,     ,                ,     ,                ,     ,  ,     ,  ,     ,  ,     ,
