"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2018","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 0.5 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","26.4",""
"SURVEY","2018","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 0.5 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","7.5",""
"SURVEY","2018","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 1 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","45.3",""
"SURVEY","2018","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 1 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","9.7",""
"SURVEY","2018","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 1 QUART - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","16.7",""
"SURVEY","2018","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, BULK - PRICE RECEIVED, MEASURED IN $ / GALLON","TOTAL","NOT SPECIFIED","24.2",""
"SURVEY","2018","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, BULK - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.2",""
"SURVEY","2018","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, BULK - SALES, MEASURED IN PCT BY OUTLET","TOTAL","NOT SPECIFIED","87",""
"SURVEY","2018","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS - SALES, MEASURED IN PCT BY OUTLET","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2018","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 0.5 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","22.8",""
"SURVEY","2018","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 0.5 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","4.4",""
"SURVEY","2018","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 1 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","38.8",""
"SURVEY","2018","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 1 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","7.6",""
"SURVEY","2018","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 1 QUART - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","13.5",""
"SURVEY","2018","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - LENGTH OF SEASON, AVG, MEASURED IN DAYS","TOTAL","NOT SPECIFIED","52",""
"SURVEY","2018","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","5,670,000",""
"SURVEY","2018","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","54,320,000",""
"SURVEY","2018","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","1,940,000",""
"SURVEY","2018","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP","TOTAL","NOT SPECIFIED","0.342",""
"SURVEY","2018","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - END DATE, AVG, MEASURED IN DATE","TOTAL","NOT SPECIFIED","Apr 16",""
"SURVEY","2018","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - END DATE, AVG, MEASURED IN JULIAN DATE","TOTAL","NOT SPECIFIED","106",""
"SURVEY","2018","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - END DATE, MAX, MEASURED IN DATE","TOTAL","NOT SPECIFIED","May 3",""
"SURVEY","2018","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - END DATE, MAX, MEASURED IN JULIAN DATE","TOTAL","NOT SPECIFIED","123",""
"SURVEY","2018","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - START DATE, AVG, MEASURED IN DATE","TOTAL","NOT SPECIFIED","Feb 23",""
"SURVEY","2018","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - START DATE, AVG, MEASURED IN JULIAN DATE","TOTAL","NOT SPECIFIED","54",""
"SURVEY","2018","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - START DATE, MIN, MEASURED IN DATE","TOTAL","NOT SPECIFIED","Jan 12",""
"SURVEY","2018","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - START DATE, MIN, MEASURED IN JULIAN DATE","TOTAL","NOT SPECIFIED","12",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRICE RECEIVED, MEASURED IN $ / GALLON","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS - SALES, MEASURED IN PCT BY OUTLET","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 0.5 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","26.6",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 0.5 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","5.9",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 1 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","44.8",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 1 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","9.9",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 1 QUART - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","16.1",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, BULK - PRICE RECEIVED, MEASURED IN $ / GALLON","TOTAL","NOT SPECIFIED","24.2",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, BULK - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.2",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, BULK - SALES, MEASURED IN PCT BY OUTLET","TOTAL","NOT SPECIFIED","92",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS - SALES, MEASURED IN PCT BY OUTLET","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 0.5 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","22.2",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 0.5 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","4.4",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 1 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","40.1",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 1 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","7.4",""
"SURVEY","2017","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 1 QUART - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","12.9",""
"SURVEY","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - LENGTH OF SEASON, AVG, MEASURED IN DAYS","TOTAL","NOT SPECIFIED","46",""
"SURVEY","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","5,900,000",""
"SURVEY","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","54,000,000",""
"SURVEY","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","2,000,000",""
"SURVEY","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP","TOTAL","NOT SPECIFIED","0.339",""
"SURVEY","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - END DATE, AVG, MEASURED IN DATE","TOTAL","NOT SPECIFIED","Apr 10",""
"SURVEY","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - END DATE, AVG, MEASURED IN JULIAN DATE","TOTAL","NOT SPECIFIED","100",""
"SURVEY","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - END DATE, MAX, MEASURED IN DATE","TOTAL","NOT SPECIFIED","May 14",""
"SURVEY","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - END DATE, MAX, MEASURED IN JULIAN DATE","TOTAL","NOT SPECIFIED","134",""
"SURVEY","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - START DATE, AVG, MEASURED IN DATE","TOTAL","NOT SPECIFIED","Feb 23",""
"SURVEY","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - START DATE, AVG, MEASURED IN JULIAN DATE","TOTAL","NOT SPECIFIED","54",""
"SURVEY","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - START DATE, MIN, MEASURED IN DATE","TOTAL","NOT SPECIFIED","Jan 1",""
"SURVEY","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - START DATE, MIN, MEASURED IN JULIAN DATE","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRICE RECEIVED, MEASURED IN $ / GALLON","TOTAL","NOT SPECIFIED","30",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS - SALES, MEASURED IN PCT BY OUTLET","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 0.5 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 0.5 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","6.7",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 1 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","47.4",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 1 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","10.4",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 1 QUART - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","16.6",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, BULK - PRICE RECEIVED, MEASURED IN $ / GALLON","TOTAL","NOT SPECIFIED","25.4",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, BULK - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.3",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, BULK - SALES, MEASURED IN PCT BY OUTLET","TOTAL","NOT SPECIFIED","86",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS - SALES, MEASURED IN PCT BY OUTLET","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 0.5 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","24.2",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 0.5 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","4.8",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 1 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","40",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 1 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","7.5",""
"SURVEY","2016","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 1 QUART - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","13.3",""
"SURVEY","2016","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - LENGTH OF SEASON, AVG, MEASURED IN DAYS","TOTAL","NOT SPECIFIED","44",""
"SURVEY","2016","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED","4,900,000",""
"SURVEY","2016","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","59,700,000",""
"SURVEY","2016","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED","1,900,000",""
"SURVEY","2016","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP","TOTAL","NOT SPECIFIED","0.388",""
"SURVEY","2016","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - END DATE, AVG, MEASURED IN DATE","TOTAL","NOT SPECIFIED","Apr 8",""
"SURVEY","2016","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - END DATE, MAX, MEASURED IN DATE","TOTAL","NOT SPECIFIED","May 1",""
"SURVEY","2016","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - START DATE, AVG, MEASURED IN DATE","TOTAL","NOT SPECIFIED","Feb 24",""
"SURVEY","2016","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, HARVEST - START DATE, MIN, MEASURED IN DATE","TOTAL","NOT SPECIFIED","Jan 1",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRICE RECEIVED, MEASURED IN $ / GALLON","TOTAL","NOT SPECIFIED","33",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS - SALES, MEASURED IN PCT BY OUTLET","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 0.5 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","27.3",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 0.5 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","6.5",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 1 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","46.6",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 1 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","9.8",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, RETAIL, CONTAINERS, 1 QUART - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","17.3",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, BULK - PRICE RECEIVED, MEASURED IN $ / GALLON","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, BULK - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.45",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, BULK - SALES, MEASURED IN PCT BY OUTLET","TOTAL","NOT SPECIFIED","81",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS - SALES, MEASURED IN PCT BY OUTLET","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 0.5 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 0.5 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","4.8",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 1 GALLON - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","42",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 1 PINT - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","8.1",""
"SURVEY","2015","MARKETING YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP, WHOLESALE, CONTAINERS, 1 QUART - PRICE RECEIVED, MEASURED IN $ / CONTAINER","TOTAL","NOT SPECIFIED","14.5",""
"SURVEY","2015","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - LENGTH OF SEASON, AVG, MEASURED IN DAYS","TOTAL","NOT SPECIFIED","26",""
